State_Year,YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE
Washington2005,2005,Washington,285.0522297,Mathematics,8,1019925,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619,1292543
Nebraska2013,2013,Nebraska,285.0613485,Mathematics,8,303242,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033,298231
Ohio2015,2015,Ohio,285.0619551,Mathematics,8,1600222,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732,1750785
Iowa2013,2013,Iowa,285.0701378,Mathematics,8,499489,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025,783793
Iowa2007,2007,Iowa,285.2269031,Mathematics,8,483122,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628
Connecticut2013,2013,Connecticut,285.2439723,Mathematics,8,517812,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881,487318
New Hampshire2005,2005,New Hampshire,285.253357,Mathematics,8,202223,2332695,125956,878957,1327782,2333264,1261140,651058,65668,163780
Colorado2015,2015,Colorado,285.5391887,Mathematics,8,872320,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263,923360
Ohio2009,2009,Ohio,285.5830138,Mathematics,8,1729072,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409,2552105
Wisconsin2007,2007,Wisconsin,285.6179425,Mathematics,8,870584,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948
North Carolina2013,2013,North Carolina,285.6453884,Mathematics,8,1468228,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037,653058
Vermont2003,2003,Vermont,285.6455722,Mathematics,8,94901,1451171,79956,779124,592091,1440961,662999,345187,32289,46411
Maryland2007,2007,Maryland,285.7342652,Mathematics,8,851640,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502
Missouri2009,2009,Missouri,285.8080019,Mathematics,8,893807,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105
Texas2007,2007,Texas,285.8707084,Mathematics,8,4513835,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163
Montana2003,2003,Montana,285.9280226,Mathematics,8,149801,1205602,171819,553269,480514,1214879,687104,384824,48570,75983
Virginia2009,2009,Virginia,286.069755,Mathematics,8,1235064,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858,1418914
Pennsylvania2011,2011,Pennsylvania,286.1027417,Mathematics,8,1670854,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139,2189151
Wyoming2009,2009,Wyoming,286.104034,Mathematics,8,86971,1675761,108333,945765,621663,1658156,744877,482641,47165,372507
Utah2015,2015,Utah,286.1169112,Mathematics,8,573913,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400,606254
Pennsylvania2007,2007,Pennsylvania,286.1668633,Mathematics,8,1760451,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079
Colorado2007,2007,Colorado,286.1927562,Mathematics,8,790211,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411
New Hampshire2003,2003,New Hampshire,286.1984687,Mathematics,8,203702,2028602,101294,957471,969837,2122604,1119824,570036,60830,214807
North Carolina2011,2011,North Carolina,286.2670282,Mathematics,8,1448117,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313,980517
Maine2009,2009,Maine,286.3614259,Mathematics,8,187372,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016
Idaho2013,2013,Idaho,286.4138816,Mathematics,8,272070,2015534,237912,1278155,499467,1967676,1113400,631575,107264,62882
Iowa2015,2015,Iowa,286.41622,Mathematics,8,505311,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267,842674
Montana2005,2005,Montana,286.4320012,Mathematics,8,146552,1293070,191687,578321,523062,1268328,721019,412180,53055,59998
Maine2007,2007,Maine,286.4722531,Mathematics,8,193539,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361
Nebraska2015,2015,Nebraska,286.4985635,Mathematics,8,312281,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067,449287
Washington2015,2015,Washington,286.5131076,Mathematics,8,1072359,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926,1601069
Massachusetts2003,2003,Massachusetts,286.5206945,Mathematics,8,967200,11591832,712487,4757632,6121713,11382398,6521028,3444135,356389,424368
Montana2000,2000,Montana,286.584607,Mathematics,8,157381,1104935,130928,487115,486892,1051768,613132,327975,41385,57419
Maryland2013,2013,Maryland,286.6413811,Mathematics,8,859252,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919,955586
Wyoming2015,2015,Wyoming,286.6665471,Mathematics,8,93867,1962874,120290,1116917,725667,1942406,895910,565489,52520,409425
Idaho2011,2011,Idaho,286.6750633,Mathematics,8,265713,2089982,292602,1320153,477227,1960818,1104553,613667,98963,83524
Texas2009,2009,Texas,286.6850767,Mathematics,8,4647205,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408,9297597
Indiana2009,2009,Indiana,286.8099779,Mathematics,8,1028259,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628
North Dakota2005,2005,North Dakota,286.9609534,Mathematics,8,100413,969520,148482,341066,479972,985502,501563,258404,64839,88341
Wyoming2007,2007,Wyoming,286.9877715,Mathematics,8,85034,1477891,111051,722364,644476,1390344,661713,428613,42353,246698
Connecticut2011,2011,Connecticut,286.9999447,Mathematics,8,530132,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756,516116
Montana2007,2007,Montana,287.075529,Mathematics,8,144258,1474306,190631,702476,581199,1442434,793711,463422,58824,100592
North Dakota2003,2003,North Dakota,287.1446405,Mathematics,8,103785,882913,126023,306647,450243,895278,448720,239435,60008,81014
Indiana2015,2015,Indiana,287.1752011,Mathematics,8,1004215,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516,948358
South Dakota2013,2013,South Dakota,287.2703906,Mathematics,8,130296,1316613,194731,408009,713873,1332496,663258,390637,64999,179586
South Dakota2005,2005,South Dakota,287.303618,Mathematics,8,124862,1053504,176738,350316,526450,1059303,539413,316892,46872,124727
Idaho2009,2009,Idaho,287.3052151,Mathematics,8,267951,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190
Vermont2005,2005,Vermont,287.3564876,Mathematics,8,92819,1628681,95016,1090494,443171,1634534,739981,392627,36577,63280
Colorado2009,2009,Colorado,287.3729075,Mathematics,8,812068,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058
Montana2015,2015,Montana,287.4640055,Mathematics,8,144447,1804339,214980,851068,738291,1804841,940488,581694,80426,160885
New Hampshire2007,2007,New Hampshire,287.557061,Mathematics,8,198625,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008
Virginia2007,2007,Virginia,287.625905,Mathematics,8,1220440,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546
Minnesota2000,2000,Minnesota,287.6519422,Mathematics,8,839839,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329,901829
Virginia2015,2015,Virginia,287.7092987,Mathematics,8,1279867,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473,1086722
Indiana2013,2013,Indiana,287.7676538,Mathematics,8,1002772,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250,862576
Wyoming2011,2011,Wyoming,287.767926,Mathematics,8,88165,1650621,154955,878979,616687,1656850,825783,528352,52046,234408
Maryland2011,2011,Maryland,287.9978023,Mathematics,8,851971,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356,989839
Washington2011,2011,Washington,288.1077619,Mathematics,8,1042979,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334
Wyoming2013,2013,Wyoming,288.1191373,Mathematics,8,91533,1695967,113501,881114,701352,1675477,846872,546422,52001,213920
Wisconsin2009,2009,Wisconsin,288.1407262,Mathematics,8,867035,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295,648807
Virginia2013,2013,Virginia,288.1429595,Mathematics,8,1264880,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080,1089417
Texas2013,2013,Texas,288.1989676,Mathematics,8,4897523,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417,5472152
North Dakota2015,2015,North Dakota,288.2441472,Mathematics,8,106061,1644533,158373,942772,543388,1804762,825445,483984,110836,303053
Pennsylvania2009,2009,Pennsylvania,288.3041689,Mathematics,8,1687145,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635,2411908
Maryland2009,2009,Maryland,288.3415653,Mathematics,8,843781,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161
South Dakota2007,2007,South Dakota,288.4639253,Mathematics,8,121158,1136570,174096,371645,590829,1096568,573916,335382,50283,105370
New Jersey2007,2007,New Jersey,288.5834514,Mathematics,8,1363804,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462
Kansas2009,2009,Kansas,288.596403,Mathematics,8,470445,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961
Ohio2011,2011,Ohio,288.6025968,Mathematics,8,1655534,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953,2494681
Connecticut2009,2009,Connecticut,288.6085135,Mathematics,8,539250,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075
Wisconsin2011,2011,Wisconsin,288.6659327,Mathematics,8,864251,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918
Washington2009,2009,Washington,288.7223756,Mathematics,8,1035907,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407,1818982
Maine2013,2013,Maine,288.7311597,Mathematics,8,184682,2650346,196466,1029166,1424714,2535405,1351259,867538,116847,70345
Maine2011,2011,Maine,288.7322976,Mathematics,8,186835,2654366,289290,1043281,1321795,2728535,1431522,874220,145034,164850
Wisconsin2013,2013,Wisconsin,288.7457808,Mathematics,8,863737,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850,521352
Wisconsin2015,2015,Wisconsin,289.0777492,Mathematics,8,861813,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402,894823
Montana2013,2013,Montana,289.228453,Mathematics,8,142797,1671053,210593,788329,672131,1679521,907018,545326,74629,111496
Virginia2011,2011,Virginia,289.2554112,Mathematics,8,1250852,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067
Kansas2013,2013,Kansas,289.5182561,Mathematics,8,488590,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032,616590
Ohio2013,2013,Ohio,289.5280968,Mathematics,8,1613718,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885,1998557
Kansas2011,2011,Kansas,289.6192827,Mathematics,8,482692,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493,851777
Pennsylvania2013,2013,Pennsylvania,289.6236516,Mathematics,8,1623694,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563,1501024
Colorado2013,2013,Colorado,289.6818001,Mathematics,8,851063,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228,758041
Washington2013,2013,Washington,289.9569887,Mathematics,8,1050901,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261,1443002
Kansas2007,2007,Kansas,290.0325998,Mathematics,8,468974,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238
Minnesota2005,2005,Minnesota,290.0749958,Mathematics,8,814660,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632,937357
Texas2011,2011,Texas,290.3467094,Mathematics,8,4800196,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232,6556210
Vermont2015,2015,Vermont,290.3551912,Mathematics,8,85184,1996795,105333,1546600,344862,1969415,983532,566649,61871,58856
North Dakota2013,2013,North Dakota,290.5151113,Mathematics,8,101025,1405349,145905,685348,574096,1516575,718970,400607,94995,224615
South Dakota2011,2011,South Dakota,290.6151968,Mathematics,8,125613,1297661,262395,374648,660618,1350617,661519,390655,59757,199636
South Dakota2009,2009,South Dakota,290.6191277,Mathematics,8,126624,1258876,201889,412798,644189,1273527,645912,379946,56772,154459
Minnesota2003,2003,Minnesota,290.680056,Mathematics,8,825674,8484497,463746,6064474,1956277,8938770,4318736,2130933,613899,1204124
Vermont2007,2007,Vermont,291.0107738,Mathematics,8,89329,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359
Massachusetts2005,2005,Massachusetts,291.5135411,Mathematics,8,955225,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078,803602
Montana2009,2009,Montana,291.5429429,Mathematics,8,141782,1607935,195705,765177,647053,1622485,855803,509899,66973,158151
North Dakota2007,2007,North Dakota,291.5616119,Mathematics,8,96577,1045678,150165,355662,539851,1042175,523778,283833,69691,90844
Colorado2011,2011,Colorado,291.7426729,Mathematics,8,834832,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267,827354
Minnesota2007,2007,Minnesota,291.8511165,Mathematics,8,810104,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228
North Dakota2011,2011,North Dakota,291.9984045,Mathematics,8,96255,1309044,186844,630430,491770,1312226,660944,360118,86352,124967
New Hampshire2011,2011,New Hampshire,292.1087397,Mathematics,8,189275,2947007,184768,1061011,1701228,3001244,1654129,855476,77384,206241
New Hampshire2009,2009,New Hampshire,292.3218172,Mathematics,8,197024,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359
New Jersey2009,2009,New Jersey,292.6572271,Mathematics,8,1354912,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241
North Dakota2009,2009,North Dakota,292.8424885,Mathematics,8,94653,1150142,160294,407374,582474,1137260,579830,310316,78735,95977
Vermont2009,2009,Vermont,292.8660964,Mathematics,8,86320,1683034,102453,1336424,244157,1661019,859433,489015,49100,64170
Montana2011,2011,Montana,292.9078043,Mathematics,8,141529,1631810,264517,713642,653651,1655584,902615,540180,72488,103728
New Jersey2015,2015,New Jersey,293.3659382,Mathematics,8,1339230,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558,1290946
Vermont2011,2011,Vermont,293.8825771,Mathematics,8,86982,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655
New Jersey2011,2011,New Jersey,294.1387714,Mathematics,8,1399409,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456,917304
Minnesota2015,2015,Minnesota,294.147778,Mathematics,8,807044,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322,1328863
New Hampshire2015,2015,New Hampshire,294.4130187,Mathematics,8,183039,3093061,164905,1000063,1928093,3044720,1697165,938368,75581,125475
Minnesota2009,2009,Minnesota,294.4433201,Mathematics,8,800831,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008
Minnesota2013,2013,Minnesota,294.5929726,Mathematics,8,802454,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969,1016760
Minnesota2011,2011,Minnesota,294.9464228,Mathematics,8,798891,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204,1016875
Vermont2013,2013,Vermont,295.4695624,Mathematics,8,89200,1817307,114697,1431621,270989,1809138,935593,538854,57026,55825
New Hampshire2013,2013,New Hampshire,295.6651233,Mathematics,8,187703,2976317,163890,1020089,1792338,2878534,1642945,879507,76488,72588
New Jersey2013,2013,New Jersey,296.0533511,Mathematics,8,1338657,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744,933676
Massachusetts2015,2015,Massachusetts,296.9085714,Mathematics,8,916130,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880,1034539
Massachusetts2007,2007,Massachusetts,297.9233445,Mathematics,8,945070,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016
Massachusetts2011,2011,Massachusetts,298.5124311,Mathematics,8,924903,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972,817228
Massachusetts2009,2009,Massachusetts,298.8543466,Mathematics,8,932437,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413
Massachusetts2013,2013,Massachusetts,300.568235,Mathematics,8,920968,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050,1283156
Wisconsin2000,2000,Wisconsin,234.3331,Mathematics,4,877165,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597
Alaska2000,2000,Alaska,234.3331,Mathematics,4,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546
Colorado2000,2000,Colorado,234.3331,Mathematics,4,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711
Delaware2000,2000,Delaware,234.3331,Mathematics,4,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176
Florida2000,2000,Florida,234.3331,Mathematics,4,2377271,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662
New Hampshire2000,2000,New Hampshire,234.3331,Mathematics,4,203178,1586869,54657,865318,666894,1640395,902062,445733,49746,130011
New Jersey2000,2000,New Jersey,234.3331,Mathematics,4,1279542,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024
Pennsylvania2000,2000,Pennsylvania,234.3331,Mathematics,4,1782444,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099
South Dakota2000,2000,South Dakota,234.3331,Mathematics,4,130279,868161,105960,302405,459796,898609,443779,245481,36959,144296
Washington2000,2000,Washington,234.3331,Mathematics,4,1003714,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059
Idaho1996,1996,Idaho,234.3331,Mathematics,4,243097,1134052,80486,718218,335348,1198223,642377,327291,47750,157468
Illinois1996,1996,Illinois,234.3331,Mathematics,4,1924970,12732129,728400,4191483,7812246,12423100,6303563,3960659,474624,1112689
Kansas1996,1996,Kansas,234.3331,Mathematics,4,463008,2914544,140242,1658774,1115528,3007653,1468081,906796,169091,318829
New Hampshire1996,1996,New Hampshire,234.3331,Mathematics,4,191004,1269380,40622,84837,1143921,1295106,725549,340457,42174,97166
Ohio1996,1996,Ohio,234.3331,Mathematics,4,1837628,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065,843253
Oklahoma1996,1996,Oklahoma,234.3331,Mathematics,4,616436,3185234,278281,1856294,1050659,3195426,1640558,948125,299920,255103
South Dakota1996,1996,South Dakota,234.3331,Mathematics,4,136394,710728,67493,209375,433860,689818,383377,201190,32183,56451
Alaska1992,1992,Alaska,234.3331,Mathematics,4,0,1049591,106780,720711,222100,972488,498362,350902,0,37451
Illinois1992,1992,Illinois,234.3331,Mathematics,4,0,9748650,597077,3073178,6078395,9850560,5010400,3148849,0,727858
Kansas1992,1992,Kansas,234.3331,Mathematics,4,0,2245348,121625,903199,1220524,2234915,1165749,708572,0,157705
Montana1992,1992,Montana,234.3331,Mathematics,4,0,828983,69947,337455,421581,781009,412219,241644,0,64263
Nevada1992,1992,Nevada,234.3331,Mathematics,4,0,1097076,45018,724032,328026,1251651,572623,334685,0,249189
Oregon1992,1992,Oregon,234.3331,Mathematics,4,0,2773959,163544,788309,1822106,2898210,1556770,967075,0,230464
South Dakota1992,1992,South Dakota,234.3331,Mathematics,4,0,551668,60671,147834,343163,593126,320561,169697,0,65568
Vermont1992,1992,Vermont,234.3331,Mathematics,4,0,812377,31757,204163,576457,800377,386699,205777,0,25781
Washington1992,1992,Washington,234.3331,Mathematics,4,0,4870832,263053,3467779,1140000,5360834,2587181,1518521,0,855759
Wisconsin2000,2000,Wisconsin,278.0983,Mathematics,8,877165,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597
Nevada1996,1996,Nevada,278.0983,Mathematics,8,265041,1551169,67278,997400,486491,1608989,767237,483238,53033,229949
New Hampshire1996,1996,New Hampshire,278.0983,Mathematics,8,191004,1269380,40622,84837,1143921,1295106,725549,340457,42174,97166
New Jersey1996,1996,New Jersey,278.0983,Mathematics,8,1193928,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558,753213
Alaska2000,2000,Alaska,278.0983,Mathematics,8,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546
Colorado2000,2000,Colorado,278.0983,Mathematics,8,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711
Delaware2000,2000,Delaware,278.0983,Mathematics,8,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176
Florida2000,2000,Florida,278.0983,Mathematics,8,2377271,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662
Iowa2000,2000,Iowa,278.0983,Mathematics,8,497301,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900,353405
New Hampshire2000,2000,New Hampshire,278.0983,Mathematics,8,203178,1586869,54657,865318,666894,1640395,902062,445733,49746,130011
New Jersey2000,2000,New Jersey,278.0983,Mathematics,8,1279542,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024
Pennsylvania2000,2000,Pennsylvania,278.0983,Mathematics,8,1782444,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099
South Dakota2000,2000,South Dakota,278.0983,Mathematics,8,130279,868161,105960,302405,459796,898609,443779,245481,36959,144296
Washington2000,2000,Washington,278.0983,Mathematics,8,1003714,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059
Idaho1996,1996,Idaho,278.0983,Mathematics,8,243097,1134052,80486,718218,335348,1198223,642377,327291,47750,157468
Illinois1996,1996,Illinois,278.0983,Mathematics,8,1924970,12732129,728400,4191483,7812246,12423100,6303563,3960659,474624,1112689
Kansas1996,1996,Kansas,278.0983,Mathematics,8,463008,2914544,140242,1658774,1115528,3007653,1468081,906796,169091,318829
Ohio1996,1996,Ohio,278.0983,Mathematics,8,1837628,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065,843253
Oklahoma1996,1996,Oklahoma,278.0983,Mathematics,8,616436,3185234,278281,1856294,1050659,3195426,1640558,948125,299920,255103
Pennsylvania1996,1996,Pennsylvania,278.0983,Mathematics,8,1764117,14671368,760182,5629751,8281435,15048791,7960931,4101534,580399,1195395
South Dakota1996,1996,South Dakota,278.0983,Mathematics,8,136394,710728,67493,209375,433860,689818,383377,201190,32183,56451
Alaska1992,1992,Alaska,278.0983,Mathematics,8,0,1049591,106780,720711,222100,972488,498362,350902,0,37451
Illinois1992,1992,Illinois,278.0983,Mathematics,8,0,9748650,597077,3073178,6078395,9850560,5010400,3148849,0,727858
Kansas1992,1992,Kansas,278.0983,Mathematics,8,0,2245348,121625,903199,1220524,2234915,1165749,708572,0,157705
Montana1992,1992,Montana,278.0983,Mathematics,8,0,828983,69947,337455,421581,781009,412219,241644,0,64263
Nevada1992,1992,Nevada,278.0983,Mathematics,8,0,1097076,45018,724032,328026,1251651,572623,334685,0,249189
Oregon1992,1992,Oregon,278.0983,Mathematics,8,0,2773959,163544,788309,1822106,2898210,1556770,967075,0,230464
South Dakota1992,1992,South Dakota,278.0983,Mathematics,8,0,551668,60671,147834,343163,593126,320561,169697,0,65568
Vermont1992,1992,Vermont,278.0983,Mathematics,8,0,812377,31757,204163,576457,800377,386699,205777,0,25781
Washington1992,1992,Washington,278.0983,Mathematics,8,0,4870832,263053,3467779,1140000,5360834,2587181,1518521,0,855759
